SV_ID	CHR	DUP_start	DUP_end	gene_id	gene_name	gene_chr	gene_start	gene_end	gene_biotype
DUP00000368	7	15183846	62721171	ENSBTAG00000050809	GIPC3	7	20346684	20350042	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008789	HMG20B	7	20353044	20358586	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014979	MFSD12	7	20369007	20378072	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014982	C7H19orf71	7	20379062	20382521	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031387	FZR1	7	20384849	20403319	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051400	NA	7	20407884	20408375	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000005272	DOHH	7	20418396	20426869	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031383	SMIM24	7	20433050	20436476	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054259	NA	7	20437392	20439636	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008520	NFIC	7	20448283	20516117	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049701	NA	7	20498136	20509455	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051439	NA	7	20569599	20579152	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054212	NA	7	20584521	20585442	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021774	CELF5	7	20589314	20621829	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020759	NCLN	7	20631429	20645731	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000381	S1PR4	7	20652027	20653184	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019988	GNA15	7	20665428	20685281	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000012181	GNA11	7	20694784	20713444	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031363	TLE5	7	20734843	20743350	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001153	TLE2	7	20747877	20777774	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001152	TLE6	7	20778581	20790166	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000012868	NA	7	20810640	20811788	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008397	ZNF555	7	20847764	20853001	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031352	ZNF554	7	20868563	20873708	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020446	THOP1	7	20886519	20901121	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015090	SGTA	7	20903069	20917593	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048696	NA	7	20921790	20923355	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017706	SLC39A3	7	20936284	20945759	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045981	DIRAS1	7	20954134	20954730	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007644	GNG7	7	20959393	21097631	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025462	GADD45B	7	21118031	21120298	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013624	LMNB2	7	21133347	21154526	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013623	TIMM13	7	21154979	21156156	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000718	TMPRSS9	7	21164683	21194842	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004524	SPPL2B	7	21225361	21239159	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004521	LSM7	7	21239214	21243937	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016478	LINGO3	7	21265619	21267397	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016477	PEAK3	7	21274513	21280458	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018522	OAZ1	7	21283208	21286244	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009996	DOT1L	7	21334365	21386441	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001647	PLEKHJ1	7	21389365	21391998	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025452	SF3A2	7	21392211	21401682	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014955	AMH	7	21401483	21404348	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014956	JSRP1	7	21404529	21408418	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009034	AP3D1	7	21413767	21447278	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025448	IZUMO4	7	21448720	21451824	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014526	MOB3A	7	21451865	21470865	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018049	MKNK2	7	21489873	21501464	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025445	NA	7	21534242	21534796	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008609	SEPTIN8	7	21565591	21590781	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031246	CCNI2	7	21589912	21595092	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025477	KIF3A	7	21600405	21687757	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015957	IL4	7	21696248	21704136	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015953	IL13	7	21720737	21723568	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011252	RAD50	7	21765855	21873259	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031235	IL5	7	21887391	21889791	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031231	IRF1	7	21938614	21946679	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048899	NA	7	22008673	22018311	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000000668	SLC22A5	7	22033885	22060149	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031209	SLC22A4	7	22087256	22130086	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045035	bta-mir-2457	7	22129921	22129991	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000015426	PDLIM4	7	22148143	22162595	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001116	P4HA2	7	22185073	22218084	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053734	bta-mir-12040	7	22223499	22223560	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000031205	NA	7	22284793	22285584	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049249	U6	7	22356381	22356487	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000050573	NA	7	22395790	22397782	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001570	CSF2	7	22398938	22401303	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002140	IL3	7	22414222	22416419	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019708	ACSL6	7	22477891	22541821	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050701	NA	7	22613261	22619905	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000025443	FNIP1	7	22699064	22818191	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000043654	U6	7	22785667	22785768	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000000682	NA	7	22826247	23051768	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054611	bta-mir-12018	7	22962266	22962323	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000045185	7SK	7	22962810	22963146	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000053149	NA	7	23040128	23040297	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000005961	CDC42SE2	7	23073268	23192277	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010961	LYRM7	7	23244080	23265677	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010959	HINT1	7	23271324	23278556	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014661	CHSY3	7	23976246	24263996	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051108	NA	7	24377572	24380035	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000048309	MINAR2	7	24385785	24399648	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051190	NA	7	24402124	24403341	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016145	ADAMTS19	7	24410759	24678664	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000341	ISOC1	7	24975144	24993919	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004860	SLC27A6	7	25037025	25117897	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015307	FBN2	7	25484714	25706699	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045410	U6	7	25745691	25745780	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000009637	SLC12A2	7	25761272	25853058	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052380	CCDC192	7	26016766	26179664	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000028704	5S_rRNA	7	26045191	26045311	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000052879	bta-mir-12007	7	26205647	26205722	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000031135	CTXN3	7	26301527	26313850	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021977	PRRC1	7	26421249	26467627	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000329	MEGF10	7	26554784	26762374	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050541	U6	7	26722503	26722609	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000017835	C7H5orf63	7	26915949	26922450	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051246	NA	7	26923776	26924255	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006797	MARCHF3	7	26947768	27104258	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002882	LMNB1	7	27122942	27175858	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047241	U6	7	27208991	27209097	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000046718	TEX43	7	27259101	27264651	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009647	PHAX	7	27265901	27278334	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009646	ALDH7A1	7	27282164	27326576	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014974	GRAMD2B	7	27358948	27477507	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045458	bta-mir-2458	7	27420509	27420575	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000043765	U2	7	27897044	27897194	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000046696	NA	7	28335191	28335799	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016137	ZNF608	7	29020202	29124809	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051370	NA	7	29839872	29840075	processed_pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000054786	NA	7	30091532	30108438	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000017550	CSNK1G3	7	30130216	30246199	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013184	CEP120	7	30358003	30441533	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048849	NA	7	30424785	30425180	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020578	PRDM6	7	30616932	30725290	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001568	PPIC	7	30779209	30793006	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031069	SNX24	7	30802398	30977434	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049671	NA	7	30828979	30833314	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025358	SNX2	7	30993858	31052612	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021971	SNCAIP	7	31380877	31541086	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019881	NA	7	31615385	31702854	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000012994	LOX	7	31754829	31767397	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014320	SRFBP1	7	31794298	31854776	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044364	5S_rRNA	7	31950120	31950245	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000005779	FTMT	7	31983447	31984558	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054810	NA	7	32137758	32138018	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003086	NA	7	32314547	32314939	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054377	NA	7	32797053	32800043	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050473	PRR16	7	33203692	33388684	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044669	U6	7	33523071	33523177	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000043791	5S_rRNA	7	34118022	34118127	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000017481	NA	7	34220576	34220978	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003047	FAM170A	7	34238240	34241776	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006978	HSD17B4	7	34325642	34425552	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014551	TNFAIP8	7	34474474	34609385	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006748	DMXL1	7	34638516	34761975	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002143	DTWD2	7	34850843	34923992	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000043756	NA	7	35047864	35047950	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000043273	NA	7	36957114	36957237	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000020489	SEMA6A	7	37316829	37446102	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000037229	5S_rRNA	7	37342761	37342879	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000054664	NA	7	37573462	37592163	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000019071	COMMD10	7	37598772	37783067	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025345	ARL10	7	37840043	37846096	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000037905	NA	7	37843323	37843427	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000010734	NOP16	7	37851533	37856390	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010735	HIGD2A	7	37856220	37857202	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010740	CLTB	7	37857326	37879421	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017744	FAF2	7	37916685	37985670	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017748	RNF44	7	37999787	38005337	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025340	CDHR2	7	38024335	38070254	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044035	GPRIN1	7	38070323	38073091	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009803	SNCB	7	38091557	38100473	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003103	EIF4E1B	7	38111499	38114298	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017451	TSPAN17	7	38116057	38126424	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014897	UNC5A	7	38268362	38331961	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014898	HK3	7	38332119	38352118	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001707	UIMC1	7	38357664	38496216	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010020	NA	7	38514899	38515840	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051478	NA	7	38531675	38532205	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010541	ZNF346	7	38534033	38559286	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054215	U6	7	38537630	38537736	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000010543	FGFR4	7	38575410	38586456	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050284	U6	7	38612683	38612789	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000025426	NSD1	7	38621346	38767518	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025425	RAB24	7	38770693	38775449	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000005009	PRELID1	7	38775913	38779466	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000005010	MXD3	7	38779127	38784017	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000043434	U6	7	38803171	38803273	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000047373	5S_rRNA	7	38809682	38809801	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000008034	LMAN2	7	38829326	38849952	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053311	NA	7	38846276	38846512	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000008497	RGS14	7	38857589	38872628	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020351	SLC34A1	7	38883110	38898157	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020353	PFN3	7	38897710	38898256	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018872	F12	7	38898276	38910067	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050619	U6	7	38906743	38906849	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000043994	GRK6	7	38925913	38940622	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011398	PRR7	7	38952342	38953698	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011400	DBN1	7	38954347	38995645	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025401	DOK3	7	39004313	39009596	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015187	DDX41	7	39010919	39017080	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015192	FAM193B	7	39019826	39051259	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039886	NA	7	39087284	39091161	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045495	NA	7	39108131	39108575	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048931	NA	7	39109897	39111682	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049498	NA	7	39110161	39111577	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001394	TMED9	7	39117501	39121521	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001767	B4GALT7	7	39124716	39133235	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006368	N4BP3	7	39216407	39219191	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006371	RMND5B	7	39225401	39243186	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006374	NHP2	7	39244051	39247998	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013627	HNRNPAB	7	39280575	39286714	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013628	PHYKPL	7	39286373	39312475	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050283	U6	7	39313035	39313142	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000013183	COL23A1	7	39318556	39336543	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000042405	U6	7	39365125	39365231	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000019414	CLK4	7	39743245	39765060	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045086	7SK	7	39757891	39758159	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000006428	ZNF354A	7	39797175	39816270	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007359	PROP1	7	39848312	39852340	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000028498	5S_rRNA	7	39873975	39874096	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000037182	5S_rRNA	7	39910482	39910603	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000049567	NA	7	39918858	39919868	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000038629	OR2Y1	7	39950418	39951356	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001546	MGAT1	7	39979972	39997227	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039711	ZFP62	7	40047325	40049928	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047420	BTNL9	7	40086627	40109449	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046424	NA	7	40178438	40179370	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000024713	NA	7	40196749	40197732	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046066	NA	7	40210022	40210492	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000039706	NA	7	40218516	40219466	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049103	OR2V1	7	40235504	40236451	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049174	NA	7	40271218	40272165	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050954	NA	7	40294174	40295121	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020954	TRIM7	7	40326943	40341657	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019646	TRIM41	7	40360504	40370255	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019648	RACK1	7	40370064	40375831	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000042936	SNORD96	7	40373865	40373943	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000019651	TRIM52	7	40384230	40389581	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004815	NA	7	40400620	40439818	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015727	IFI47	7	40459455	40475731	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050157	NA	7	40530618	40535327	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049098	ZNF496	7	40567352	40613838	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049364	U6	7	40657157	40657263	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000001273	NLRP3	7	40663606	40710647	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051477	NA	7	40712627	40713865	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039986	NA	7	40719319	40720257	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039422	OR2B11	7	40752517	40753491	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048813	NA	7	40782818	40808004	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048315	NA	7	40813277	40814236	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048069	NA	7	40826843	40827799	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052663	GCSAML	7	40847697	40898296	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039484	NA	7	40917488	40918417	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039930	OR2G2	7	40932455	40933408	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030735	NA	7	40939174	40939431	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000027911	OR2G3	7	40945599	40946543	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039804	NA	7	40960150	40961073	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052311	NA	7	40974802	40975749	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054452	NA	7	40999129	41000076	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000031412	OR6F1	7	41081476	41082402	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045691	OR14P2	7	41097990	41098928	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001761	NA	7	41125617	41126576	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000040109	NA	7	41169945	41170913	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017725	OR11L1	7	41214195	41215166	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007470	TRIM58	7	41228075	41242020	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025293	NA	7	41253197	41255123	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039797	OR2W3	7	41279734	41280696	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039805	NA	7	41291758	41292729	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053872	NA	7	41322369	41323319	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000036856	5S_rRNA	7	41349369	41349489	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000007557	NA	7	41427905	41428834	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053009	NA	7	41451091	41452026	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046417	NA	7	41472481	41473458	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052389	NA	7	41506904	41507845	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050140	NA	7	41529114	41530052	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048726	NA	7	41552591	41553529	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051974	NA	7	41584783	41585721	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049073	NA	7	41647141	41648086	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000040033	OR2AJ1	7	41681668	41682612	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051864	NA	7	41773074	41774030	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049479	NA	7	41791167	41792105	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052782	NA	7	41810762	41811700	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013691	OR2L13	7	41827752	41828687	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048025	NA	7	41859337	41860266	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009497	NA	7	41935430	41936365	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030722	OR2M4	7	41950264	41951214	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019925	NA	7	41963265	41964647	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049083	NA	7	42005533	42006495	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045644	OR2T6	7	42054420	42055379	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000024653	OR2T1	7	42074026	42074982	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030719	OR2T27	7	42104424	42110355	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000034743	NA	7	42117972	42118946	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003551	OR2T11	7	42137758	42138687	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000027768	OR2G6	7	42177814	42178752	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054428	NA	7	42219094	42221475	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021098	NA	7	42235853	42236806	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001901	NA	7	42249836	42250249	processed_pseudogene
